date,year,profession,category,region,latitude,longitude,salary,demand,automation_level,verdict,trend
2026-04-13,2026,DevOps-инженер,it,Санкт-Петербург,59.9,30.3,317536,1500,0.381,останется,growing
2026-04-13,2026,DevOps-инженер,it,Мурманская область,68.0,33.0,322421,1000,0.254,останется,growing
2026-04-13,2026,DevOps-инженер,it,Республика Саха (Якутия),62.0,129.0,329749,1000,0.197,останется,growing
2026-04-13,2026,DevOps-инженер,it,Ханты-Мансийский АО,61.0,69.0,337077,1000,0.226,останется,growing
2026-04-13,2026,DevOps-инженер,it,Камчатский край,53.0,158.0,348801,1000,0.183,останется,growing
2026-04-13,2026,DevOps-инженер,it,Сахалинская область,50.0,142.0,366388,1000,0.197,останется,growing
2026-04-13,2026,DevOps-инженер,it,Ненецкий АО,67.6,52.9,368830,1000,0.169,останется,growing
2026-04-13,2026,DevOps-инженер,it,Магаданская область,59.5,150.8,372494,1000,0.169,останется,growing
2026-04-13,2026,DevOps-инженер,it,Москва,55.8,37.6,393256,1500,0.395,останется,growing
2026-04-13,2026,Сантехник,физическая,Республика Дагестан,42.5,47.5,80855,1000,0.038,останется,growing
2026-04-13,2026,DevOps-инженер,it,Ленинградская область,60.0,31.0,256472,1000,0.282,останется,growing
2026-04-13,2026,DevOps-инженер,it,Нижегородская область,56.3,44.0,254029,1000,0.338,останется,growing
2026-04-13,2026,DevOps-инженер,it,Пермский край,58.0,56.2,251586,1000,0.296,останется,growing
2026-04-13,2026,DevOps-инженер,it,Хабаровский край,48.5,135.1,249144,1000,0.24,останется,growing
2026-04-13,2026,DevOps-инженер,it,Чувашская Республика,56.1,47.3,190522,1000,0.24,останется,growing
2026-04-13,2026,DevOps-инженер,it,Удмуртская Республика,56.9,53.2,192964,1000,0.254,останется,growing
2026-04-13,2026,DevOps-инженер,it,Саратовская область,51.5,46.0,195407,1000,0.226,останется,growing
2026-04-13,2026,DevOps-инженер,it,Волгоградская область,48.7,44.5,197849,1000,0.24,останется,growing
2026-04-13,2026,DevOps-инженер,it,Белгородская область,50.6,36.6,200292,1000,0.254,останется,growing
2026-04-13,2026,DevOps-инженер,it,Воронежская область,51.7,39.2,202735,1000,0.254,останется,growing
2026-04-13,2026,DevOps-инженер,it,Липецкая область,52.6,39.6,205177,1000,0.268,останется,growing
2026-04-13,2026,DevOps-инженер,it,Калужская область,54.5,36.0,207620,1000,0.367,останется,growing
2026-04-13,2026,DevOps-инженер,it,Тульская область,54.2,37.6,210062,1000,0.338,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Кемеровская область,55.4,86.1,158517,1000,0.169,останется,growing
2026-04-13,2026,DevOps-инженер,it,Ярославская область,57.6,39.9,212505,1000,0.254,останется,growing
2026-04-13,2026,DevOps-инженер,it,Краснодарский край,45.0,39.0,217390,1000,0.254,останется,growing
2026-04-13,2026,DevOps-инженер,it,Ростовская область,47.2,39.7,219833,1000,0.254,останется,growing
2026-04-13,2026,DevOps-инженер,it,Омская область,54.9,73.4,222275,1000,0.254,останется,growing
2026-04-13,2026,DevOps-инженер,it,Челябинская область,55.2,61.4,224718,1000,0.324,останется,growing
2026-04-13,2026,DevOps-инженер,it,Кемеровская область,55.4,86.1,227160,1000,0.254,останется,growing
2026-04-13,2026,DevOps-инженер,it,Самарская область,53.2,50.2,229603,1000,0.324,останется,growing
2026-04-13,2026,DevOps-инженер,it,Новосибирская область,55.0,82.9,232046,1000,0.296,останется,growing
2026-04-13,2026,DevOps-инженер,it,Республика Карелия,61.8,34.3,244259,1000,0.226,останется,growing
2026-04-13,2026,DevOps-инженер,it,Приморский край,43.1,131.8,246701,1000,0.24,останется,growing
2026-04-13,2026,DevOps-инженер,it,Вологодская область,59.2,39.9,214948,1000,0.24,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Челябинская область,55.2,61.4,156813,1000,0.216,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Омская область,54.9,73.4,155108,1000,0.169,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Ростовская область,47.2,39.7,153404,1000,0.169,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Тульская область,54.2,37.6,177692,1000,0.282,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Ярославская область,57.6,39.9,179758,1000,0.211,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Вологодская область,59.2,39.9,181824,1000,0.2,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Краснодарский край,45.0,39.0,183891,1000,0.211,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Ростовская область,47.2,39.7,185957,1000,0.211,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Омская область,54.9,73.4,188023,1000,0.211,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Челябинская область,55.2,61.4,190089,1000,0.27,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Кемеровская область,55.4,86.1,192155,1000,0.211,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Самарская область,53.2,50.2,194221,1000,0.27,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Новосибирская область,55.0,82.9,196288,1000,0.247,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Республика Карелия,61.8,34.3,206619,1000,0.188,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Приморский край,43.1,131.8,208685,1000,0.2,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Хабаровский край,48.5,135.1,210751,1000,0.2,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Пермский край,58.0,56.2,212817,1000,0.247,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Нижегородская область,56.3,44.0,214883,1000,0.282,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Ленинградская область,60.0,31.0,216950,1000,0.235,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Республика Татарстан,55.8,49.1,219016,1000,0.294,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Томская область,56.5,84.9,221082,1000,0.223,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Иркутская область,52.3,104.3,223148,1000,0.211,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Калужская область,54.5,36.0,175626,1000,0.305,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Липецкая область,52.6,39.6,173560,1000,0.223,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Воронежская область,51.7,39.2,171493,1000,0.211,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Белгородская область,50.6,36.6,169427,1000,0.211,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Республика Дагестан,42.5,47.5,115706,1000,0.094,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Карачаево-Черкесская Республика,43.8,41.8,128104,1000,0.117,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Кабардино-Балкарская Республика,43.5,43.6,130170,1000,0.117,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Республика Северная Осетия,43.0,44.7,132236,1000,0.117,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Республика Мордовия,54.4,45.2,134302,1000,0.141,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Республика Марий Эл,56.6,47.9,136368,1000,0.141,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Республика Калмыкия,46.3,44.3,138434,1000,0.117,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Республика Адыгея,44.6,40.1,140501,1000,0.141,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Смоленская область,54.8,32.0,144633,1000,0.188,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Свердловская область,56.8,60.6,227280,1000,0.282,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Брянская область,53.2,34.4,146699,1000,0.188,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Орловская область,52.9,36.1,150832,1000,0.188,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Тамбовская область,52.7,41.5,152898,1000,0.188,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Пензенская область,53.2,45.0,154964,1000,0.188,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Ульяновская область,54.3,48.4,157030,1000,0.2,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Кировская область,58.6,49.7,159096,1000,0.188,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Чувашская Республика,56.1,47.3,161162,1000,0.2,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Удмуртская Республика,56.9,53.2,163229,1000,0.211,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Саратовская область,51.5,46.0,165295,1000,0.188,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Волгоградская область,48.7,44.5,167361,1000,0.2,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Курская область,51.7,36.2,148765,1000,0.2,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Республика Ингушетия,43.2,44.9,99177,1000,0.094,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Красноярский край,56.0,92.9,231413,1000,0.259,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Архангельская область,64.5,40.5,252075,1000,0.2,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Брянская область,53.2,34.4,121018,1000,0.15,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Курская область,51.7,36.2,122723,1000,0.16,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Орловская область,52.9,36.1,124427,1000,0.15,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Тамбовская область,52.7,41.5,126132,1000,0.15,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Пензенская область,53.2,45.0,127836,1000,0.15,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Ульяновская область,54.3,48.4,129541,1000,0.16,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Кировская область,58.6,49.7,131245,1000,0.15,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Чувашская Республика,56.1,47.3,132950,1000,0.16,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Удмуртская Республика,56.9,53.2,134654,1000,0.169,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Саратовская область,51.5,46.0,136359,1000,0.15,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Волгоградская область,48.7,44.5,138063,1000,0.16,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Белгородская область,50.6,36.6,139768,1000,0.169,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Воронежская область,51.7,39.2,141472,1000,0.169,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Липецкая область,52.6,39.6,143177,1000,0.179,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Калужская область,54.5,36.0,144881,1000,0.244,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Тульская область,54.2,37.6,146586,1000,0.226,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Ярославская область,57.6,39.9,148290,1000,0.169,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Вологодская область,59.2,39.9,149995,1000,0.16,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Краснодарский край,45.0,39.0,151699,1000,0.169,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Смоленская область,54.8,32.0,119314,1000,0.15,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Республика Адыгея,44.6,40.1,115905,1000,0.113,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Республика Калмыкия,46.3,44.3,114201,1000,0.094,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Республика Марий Эл,56.6,47.9,112496,1000,0.113,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Тюменская область,57.1,65.5,258273,1000,0.223,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Московская область,55.5,37.5,264472,1000,0.305,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Санкт-Петербург,59.9,30.3,268604,1500,0.317,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Мурманская область,68.0,33.0,272737,1000,0.211,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Республика Саха (Якутия),62.0,129.0,278935,1000,0.164,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Ханты-Мансийский АО,61.0,69.0,285134,1000,0.188,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Камчатский край,53.0,158.0,295051,1000,0.153,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Сахалинская область,50.0,142.0,309928,1000,0.164,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Ненецкий АО,67.6,52.9,311994,1000,0.141,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Республика Коми,61.7,50.8,237611,1000,0.188,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Магаданская область,59.5,150.8,315093,1000,0.141,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Ямало-Ненецкий АО,66.5,76.5,357450,1000,0.153,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Чукотский АО,65.0,175.0,398774,1000,0.141,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Республика Ингушетия,43.2,44.9,81815,1000,0.075,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Чеченская Республика,43.3,45.7,88633,1000,0.075,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Республика Дагестан,42.5,47.5,95451,1000,0.075,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Карачаево-Черкесская Республика,43.8,41.8,105678,1000,0.094,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Кабардино-Балкарская Республика,43.5,43.6,107383,1000,0.094,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Республика Северная Осетия,43.0,44.7,109087,1000,0.094,останется,growing
2026-04-13,2026,Специалист по кибербезопасности,it,Республика Мордовия,54.4,45.2,110792,1000,0.113,останется,growing
2026-04-13,2026,Product-менеджер,управленческая,Москва,55.8,37.6,332656,1500,0.329,останется,growing
2026-04-13,2026,Сантехник,физическая,Чеченская Республика,43.3,45.7,75080,1000,0.038,останется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Республика Дагестан,42.5,47.5,143665,1000,0.15,трансформируется,growing
2026-04-13,2026,Электрик,физическая,Чукотский АО,65.0,175.0,295538,1000,0.056,останется,growing
2026-04-13,2026,Маркетолог,творческая,Сахалинская область,50.0,142.0,240358,1000,0.296,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Ненецкий АО,67.6,52.9,241960,1000,0.254,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Магаданская область,59.5,150.8,244364,1000,0.254,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Москва,55.8,37.6,257984,1500,0.592,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Ямало-Ненецкий АО,66.5,76.5,277213,1000,0.275,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Чукотский АО,65.0,175.0,309260,1000,0.254,трансформируется,growing
2026-04-13,2026,Учитель,творческая,Республика Ингушетия,43.2,44.9,61552,1000,0.075,останется,stable
2026-04-13,2026,Учитель,творческая,Чеченская Республика,43.3,45.7,66681,1000,0.075,останется,stable
2026-04-13,2026,Учитель,творческая,Республика Дагестан,42.5,47.5,71810,1000,0.075,останется,stable
2026-04-13,2026,Учитель,творческая,Карачаево-Черкесская Республика,43.8,41.8,79504,1000,0.094,останется,stable
2026-04-13,2026,Учитель,творческая,Кабардино-Балкарская Республика,43.5,43.6,80787,1000,0.094,останется,stable
2026-04-13,2026,Учитель,творческая,Республика Северная Осетия,43.0,44.7,82069,1000,0.094,останется,stable
2026-04-13,2026,Учитель,творческая,Республика Мордовия,54.4,45.2,83351,1000,0.113,останется,stable
2026-04-13,2026,Учитель,творческая,Республика Марий Эл,56.6,47.9,84634,1000,0.113,останется,stable
2026-04-13,2026,Учитель,творческая,Республика Калмыкия,46.3,44.3,85916,1000,0.094,останется,stable
2026-04-13,2026,Учитель,творческая,Республика Адыгея,44.6,40.1,87198,1000,0.113,останется,stable
2026-04-13,2026,Учитель,творческая,Смоленская область,54.8,32.0,89763,1000,0.15,останется,stable
2026-04-13,2026,Учитель,творческая,Брянская область,53.2,34.4,91045,1000,0.15,останется,stable
2026-04-13,2026,Учитель,творческая,Курская область,51.7,36.2,92328,1000,0.16,останется,stable
2026-04-13,2026,Маркетолог,творческая,Камчатский край,53.0,158.0,228821,1000,0.275,трансформируется,growing
2026-04-13,2026,Учитель,творческая,Орловская область,52.9,36.1,93610,1000,0.15,останется,stable
2026-04-13,2026,Маркетолог,творческая,Ханты-Мансийский АО,61.0,69.0,221129,1000,0.338,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Мурманская область,68.0,33.0,211515,1000,0.381,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Кемеровская область,55.4,86.1,149022,1000,0.381,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Самарская область,53.2,50.2,150624,1000,0.486,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Новосибирская область,55.0,82.9,152227,1000,0.444,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Республика Карелия,61.8,34.3,160239,1000,0.338,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Приморский край,43.1,131.8,161841,1000,0.36,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Хабаровский край,48.5,135.1,163443,1000,0.36,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Пермский край,58.0,56.2,165046,1000,0.444,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Нижегородская область,56.3,44.0,166648,1000,0.508,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Ленинградская область,60.0,31.0,168250,1000,0.423,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Республика Татарстан,55.8,49.1,169853,1000,0.529,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Томская область,56.5,84.9,171455,1000,0.402,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Иркутская область,52.3,104.3,173058,1000,0.381,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Свердловская область,56.8,60.6,176262,1000,0.508,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Красноярский край,56.0,92.9,179467,1000,0.465,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Республика Коми,61.7,50.8,184274,1000,0.338,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Архангельская область,64.5,40.5,195491,1000,0.36,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Тюменская область,57.1,65.5,200298,1000,0.402,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Московская область,55.5,37.5,205105,1000,0.55,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Санкт-Петербург,59.9,30.3,208310,1500,0.571,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Республика Саха (Якутия),62.0,129.0,216322,1000,0.296,трансформируется,growing
2026-04-13,2026,Учитель,творческая,Тамбовская область,52.7,41.5,94892,1000,0.15,останется,stable
2026-04-13,2026,Учитель,творческая,Пензенская область,53.2,45.0,96175,1000,0.15,останется,stable
2026-04-13,2026,Учитель,творческая,Ульяновская область,54.3,48.4,97457,1000,0.16,останется,stable
2026-04-13,2026,Учитель,творческая,Ленинградская область,60.0,31.0,134644,1000,0.188,останется,stable
2026-04-13,2026,Учитель,творческая,Республика Татарстан,55.8,49.1,135927,1000,0.235,останется,stable
2026-04-13,2026,Учитель,творческая,Томская область,56.5,84.9,137209,1000,0.179,останется,stable
2026-04-13,2026,Учитель,творческая,Иркутская область,52.3,104.3,138491,1000,0.169,останется,stable
2026-04-13,2026,Учитель,творческая,Свердловская область,56.8,60.6,141056,1000,0.226,останется,stable
2026-04-13,2026,Учитель,творческая,Красноярский край,56.0,92.9,143621,1000,0.207,останется,stable
2026-04-13,2026,Учитель,творческая,Республика Коми,61.7,50.8,147468,1000,0.15,останется,stable
2026-04-13,2026,Учитель,творческая,Архангельская область,64.5,40.5,156444,1000,0.16,останется,stable
2026-04-13,2026,Учитель,творческая,Тюменская область,57.1,65.5,160291,1000,0.179,останется,stable
2026-04-13,2026,Учитель,творческая,Московская область,55.5,37.5,164138,1000,0.244,останется,stable
2026-04-13,2026,Учитель,творческая,Санкт-Петербург,59.9,30.3,166703,1500,0.254,останется,stable
2026-04-13,2026,Учитель,творческая,Мурманская область,68.0,33.0,169267,1000,0.169,останется,stable
2026-04-13,2026,Учитель,творческая,Республика Саха (Якутия),62.0,129.0,173114,1000,0.132,останется,stable
2026-04-13,2026,Учитель,творческая,Ханты-Мансийский АО,61.0,69.0,176961,1000,0.15,останется,stable
2026-04-13,2026,Учитель,творческая,Камчатский край,53.0,158.0,183117,1000,0.122,останется,stable
2026-04-13,2026,Учитель,творческая,Сахалинская область,50.0,142.0,192349,1000,0.132,останется,stable
2026-04-13,2026,Учитель,творческая,Ненецкий АО,67.6,52.9,193632,1000,0.113,останется,stable
2026-04-13,2026,Учитель,творческая,Магаданская область,59.5,150.8,195555,1000,0.113,останется,stable
2026-04-13,2026,Учитель,творческая,Москва,55.8,37.6,206455,1500,0.263,останется,stable
2026-04-13,2026,Учитель,творческая,Нижегородская область,56.3,44.0,133362,1000,0.226,останется,stable
2026-04-13,2026,Учитель,творческая,Пермский край,58.0,56.2,132080,1000,0.197,останется,stable
2026-04-13,2026,Учитель,творческая,Хабаровский край,48.5,135.1,130798,1000,0.16,останется,stable
2026-04-13,2026,Учитель,творческая,Приморский край,43.1,131.8,129515,1000,0.16,останется,stable
2026-04-13,2026,Учитель,творческая,Кировская область,58.6,49.7,98739,1000,0.15,останется,stable
2026-04-13,2026,Учитель,творческая,Чувашская Республика,56.1,47.3,100022,1000,0.16,останется,stable
2026-04-13,2026,Учитель,творческая,Удмуртская Республика,56.9,53.2,101304,1000,0.169,останется,stable
2026-04-13,2026,Учитель,творческая,Саратовская область,51.5,46.0,102586,1000,0.15,останется,stable
2026-04-13,2026,Учитель,творческая,Волгоградская область,48.7,44.5,103869,1000,0.16,останется,stable
2026-04-13,2026,Учитель,творческая,Белгородская область,50.6,36.6,105151,1000,0.169,останется,stable
2026-04-13,2026,Учитель,творческая,Воронежская область,51.7,39.2,106433,1000,0.169,останется,stable
2026-04-13,2026,Учитель,творческая,Липецкая область,52.6,39.6,107716,1000,0.179,останется,stable
2026-04-13,2026,Учитель,творческая,Калужская область,54.5,36.0,108998,1000,0.244,останется,stable
2026-04-13,2026,Маркетолог,творческая,Челябинская область,55.2,61.4,147419,1000,0.486,трансформируется,growing
2026-04-13,2026,Учитель,творческая,Тульская область,54.2,37.6,110280,1000,0.226,останется,stable
2026-04-13,2026,Учитель,творческая,Вологодская область,59.2,39.9,112845,1000,0.16,останется,stable
2026-04-13,2026,Учитель,творческая,Краснодарский край,45.0,39.0,114127,1000,0.169,останется,stable
2026-04-13,2026,Учитель,творческая,Ростовская область,47.2,39.7,115410,1000,0.169,останется,stable
2026-04-13,2026,Учитель,творческая,Омская область,54.9,73.4,116692,1000,0.169,останется,stable
2026-04-13,2026,Учитель,творческая,Челябинская область,55.2,61.4,117974,1000,0.216,останется,stable
2026-04-13,2026,Учитель,творческая,Кемеровская область,55.4,86.1,119257,1000,0.169,останется,stable
2026-04-13,2026,Учитель,творческая,Самарская область,53.2,50.2,120539,1000,0.216,останется,stable
2026-04-13,2026,Учитель,творческая,Новосибирская область,55.0,82.9,121821,1000,0.197,останется,stable
2026-04-13,2026,Учитель,творческая,Республика Карелия,61.8,34.3,128233,1000,0.15,останется,stable
2026-04-13,2026,Учитель,творческая,Ярославская область,57.6,39.9,111563,1000,0.169,останется,stable
2026-04-13,2026,Учитель,творческая,Ямало-Ненецкий АО,66.5,76.5,221843,1000,0.122,останется,stable
2026-04-13,2026,Маркетолог,творческая,Омская область,54.9,73.4,145817,1000,0.381,трансформируется,growing
2026-04-13,2026,Маркетолог,творческая,Краснодарский край,45.0,39.0,142612,1000,0.381,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Калужская область,54.5,36.0,218063,1000,0.489,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Тульская область,54.2,37.6,220628,1000,0.451,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Ярославская область,57.6,39.9,223194,1000,0.338,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Вологодская область,59.2,39.9,225759,1000,0.32,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Краснодарский край,45.0,39.0,228324,1000,0.338,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Ростовская область,47.2,39.7,230890,1000,0.338,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Омская область,54.9,73.4,233455,1000,0.338,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Челябинская область,55.2,61.4,236021,1000,0.432,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Кемеровская область,55.4,86.1,238586,1000,0.338,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Самарская область,53.2,50.2,241152,1000,0.432,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Новосибирская область,55.0,82.9,243717,1000,0.395,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Республика Карелия,61.8,34.3,256544,1000,0.301,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Приморский край,43.1,131.8,259110,1000,0.32,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Хабаровский край,48.5,135.1,261675,1000,0.32,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Пермский край,58.0,56.2,264241,1000,0.395,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Нижегородская область,56.3,44.0,266806,1000,0.451,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Ленинградская область,60.0,31.0,269372,1000,0.376,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Республика Татарстан,55.8,49.1,271937,1000,0.47,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Томская область,56.5,84.9,274502,1000,0.357,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Липецкая область,52.6,39.6,215497,1000,0.357,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Иркутская область,52.3,104.3,277068,1000,0.338,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Воронежская область,51.7,39.2,212932,1000,0.338,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Волгоградская область,48.7,44.5,207801,1000,0.32,трансформируется,growing
2026-04-13,2026,DevOps-инженер,it,Чукотский АО,65.0,175.0,471419,1000,0.169,останется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Карачаево-Черкесская Республика,43.8,41.8,159057,1000,0.188,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Кабардино-Балкарская Республика,43.5,43.6,161623,1000,0.188,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Республика Северная Осетия,43.0,44.7,164188,1000,0.188,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Республика Мордовия,54.4,45.2,166754,1000,0.226,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Республика Марий Эл,56.6,47.9,169319,1000,0.226,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Республика Калмыкия,46.3,44.3,171885,1000,0.188,трансформируется,growing
2026-04-13,2026,Финансовый аналитик,творческая,Республика Адыгея,44.6,40.1,174450,1000,0.226,трансформируется,growing
